source,provider,tweet_raw,tweet_processed,pos_count,neg_count,label
playstore,indosat,Terbaik 👍👍🔥🔥,baik,1,0,1
playstore,indosat,layan bagus,layan bagus,1,0,1
playstore,indosat,"sinyal jelek paket mahal , saya komplen di indira mana balasnya pesan otomatis gak tau bahasa manusi , saya sudah pakai bahasa indon masih gak ngerti ,",sinyal jelek paket mahal komplen indira balas pesan otomatis tau bahasa manusi pakai bahasa indon ngerti,2,5,0
playstore,indosat,ada kendala min tidak bisa cek status paket data mohon di perbaiki,kendala min cek status paket data mohon baik,2,3,0
playstore,indosat,error mulu,error mulu,0,1,0
playstore,indosat,jaringan dungo jaringan lansung hilang padahal udah stabil sudah di pusat tower,jaring dungo jaring lansung hilang stabil pusat tower,4,1,1
playstore,indosat,"gangguan mulu jaringan nya di kalsel,kab tabalong, masukin vocher aja gak bisa",ganggu mulu jaring kalsel kab tabalong masukin vocher,1,1,0
playstore,indosat,sumpah ini kartu jelek skli anj..g memang,sumpah kartu jelek skli anj,0,1,0
playstore,indosat,"makin hari makin mahal biaya paket data... gak perlu ada paketan google gemini , telpon gratis atau sms gratis... cukup internet saja !!!! mending pindah deh ke provider lain",mahal biaya paket data paket google gemini telpon gratis sms gratis internet mending pindah provider,5,2,1
playstore,indosat,sinyal Indosat sekarang busuk banget padahal posisi di jakarta barat tolong dong di perbaiki parah buat brosing google aja kadang susah banget sampe separah itu,sinyal indosat busuk posisi jakarta barat tolong baik parah brosing google kadang susah sampe parah,2,4,0
playstore,indosat,"woi kalok mau iklan bilang lah, masak gw udah main menit 40+ adu retri ada lu ya kalah lah bujuk. apalagi di bawa chrome situ mau iklan apa mau nonton bk ups",woi kalok iklan bilang masak main menit adu retri kalah bujuk bawa chrome situ iklan nonton bk ups,0,2,0
playstore,indosat,"makin kesini makin sering lemot padahal kuota yg di beli banyak, karna sering lemot jadi kuota gak terpakai trus berakhir hangus ketika masa pakai habis🙏",kesini lot kuota beli lot kuota pakai trus hangus pakai habis,0,5,0
playstore,indosat,tolong lah Indosat jaringan perbaikin lagi paket aja mahal jaringan leg leg trus kacau,tolong indosat jaring perbaikin paket mahal jaring leg leg trus kacau,3,1,1
playstore,indosat,pengisian puas,isi puas,1,0,1
playstore,indosat,oke bagus,oke bagus,2,0,1
playstore,indosat,kualitas sinyal tidak sesuai dengan harga paket yg terbilang mahal,kualitas sinyal sesuai harga paket bilang mahal,4,1,1
playstore,indosat,jaringan skrng lbh jelek harga kuota mahal anj,jaring skrng lbh jelek harga kuota mahal anj,2,3,0
playstore,indosat,Jaringannya jelek banget apalagi buat main game jelas udah kayak make wifi tetangga ngeleg nya,jaring jelek main game kayak make wifi tetangga lambat,2,3,0
playstore,indosat,paketan mahal sinyal syulittt,paket mahal sinyal syulittt,1,1,0
playstore,indosat,"m3 bgsaaaattt,, selalu maksa buka chrome, lagi penting2nya, sehari selalu muncul 5x",m bgsaaaattt maksa buka chrome hari muncul x,0,1,0
playstore,indosat,"beli Quota mahal, massa aktip 28 hari, blum jatu tempo 28 hari SiM masuk massa tenggang, sisah Quota hangus, sangat2 merugikan konsument",beli quota mahal massa aktip blum jatu tempo sim masuk massa tenggang sisah quota hangus rugi konsument,0,4,0
playstore,indosat,jaringan pler sinyal kadang hilang Mulu,jaring pler sinyal kadang hilang mulu,2,1,1
playstore,indosat,"dengan harga yang cukup tinggi dan kualitas jaringan yang diberikan, saya merasa provider ini tidak worth untuk digunakan. hanya untuk membuka aplikasi saja sangat sulit, buka video di internet loadingnya lama sekali",harga kualitas jaring provider worth buka aplikasi sulit buka video internet loadingnya,3,2,1
playstore,indosat,buruk kk buat daftar aplikasi dan beli kouta pulsanya mahal ga kaya aplikasi lain kaya Telkomsel AXIS dan lainnya,buruk kk daftar aplikasi beli kuota pulsa mahal kaya aplikasi kaya telkomsel axis,0,6,0
playstore,indosat,sinyalnya jelek bgt lemottttttt,sinyal jelek lemottttttt,0,1,0
playstore,indosat,sinyal lelet ilang2 ang padahal kuota masih banyak CS nya juga krg memberi solusi. baru kali ini im3 sinyal jelek bgt,sinyal lelet ilang ang kuota cs krg solusi kali im sinyal jelek,1,5,0
playstore,indosat,signal sulit lokasi maluku utara,signal sulit lokasi malu utara,0,1,0
playstore,indosat,tolong diperbaiki ya jaringan nya kalo gak membaik bubarin aja gak usah Jualan lagi,tolong baik jaring baik bubarin jual,4,0,1
playstore,indosat,suka ngelag anj masa si tengah kota sinyal nya gak ada kek dihutan Kalimantan aja udh gitu giliran dilaporkan masalah sinyal nya cuman bilang ada pengotimalan jaringan situ benerin apa ngerusakin emang paling bener ganti kartu aja.,suka lambat anj si kota sinyal kek hut kalimantan gitu gilir lapor sinyal cuman bilang pengotimalan jaring situ baik ngerusakin emang bener ganti kartu,3,2,1
playstore,indosat,sangat baik dan lancar,lancar,1,0,1
playstore,indosat,"sinyal udah kayak hantu. jadi sia² isi Kouta banyak. terbuang percuma, lebih baik ganti ke kartu lain daripada IM3. di tengah kota masih susah sinyal !!",sinyal kayak hantu sia isi kuota buang ganti kartu im kota susah sinyal,0,6,0
playstore,indosat,tolong di berbaikin lg tiap saat leg2 mulu buang aja paket data klau seperti ini truss,tolong berbaikin lg leg mulu buang paket data klau truss,1,2,0
playstore,indosat,sinyal bapukk mending ganti kartuuu,sinyal bapukk mending ganti kartuuu,1,0,1
playstore,indosat,"sumpah ini gak terurus apa gimana sih pulsa darurat gak masuk malah di suruh bayar, pemerasan jadi nya gak sih buat hal yang gak di dapat kan terus di suruh bayar + bunga nya",sumpah urus gimana pulsa darurat masuk suruh bayar peras suruh bayar bunga,0,4,0
playstore,indosat,kalau bisa paket M3 nya di murahin lagi tapi GB nya di besarin,paket m murahin gb besarin,1,0,1
playstore,indosat,kenapa jaringan IM3 makin jelek banget jaringan nya sering lag,jaring im jelek jaring lag,2,1,1
playstore,indosat,"lambat dalam pembayaran lolot , enggak bisa pake dana lagi lebih lolot kaya asu bikin dana aku hilang 20 dan enggak usah lama lah proses nya bikin pusing aja",lambat bayar lolot pake dana lolot kaya asu bikin dana hilang proses bikin pusing,3,3,0
playstore,indosat,"aplikasi sering eror, sehingga tidak bisa masuk apk",aplikasi eror masuk apk,0,3,0
playstore,indosat,"makin hari harga voucher makin mahal aja,plis lah turunin kartu lain perasaan segitu segitu aja sinyal pun bagus ini indosat udah mahal kuotanya pelit",harga voucher mahal plis turunin kartu asa segitu segitu sinyal bagus indosat mahal kuota pelit,3,5,0
playstore,indosat,"bagus si terbantu banget untuk ngecek pulsa & kuota, bisa tuker point juga tapi sayang untuk mbuka aplikasinya berat banget",bagus si bantu ngecek pulsa kuota tuker point sayang mbuka aplikasi berat,1,3,0
playstore,indosat,sudah berapa hari aplikasi gagal dibuka padahal sudah reinstall dan ada jaringan,aplikasi gagal buka reinstall jaring,1,2,0
playstore,indosat,"mau cek kuota hari ini dari pagi kok gangguan terus ya? ada apa? buat nonton youtube jg tadi pagi sempet muter² videonya. ayo indosat, sehat dong...",cek kuota pagi ganggu nonton youtube pagi sempet muter video ayo indosat sehat,1,3,0
playstore,indosat,sangat puas 🤩,puas,1,0,1
playstore,indosat,jaringan sampah ga jelas banget,jaring sampah,1,1,0
playstore,indosat,mudah sekali,mudah,1,0,1
playstore,indosat,paketan puas,paket puas,2,0,1
playstore,indosat,bagus sekali dan tidak ngelag,bagus lambat,1,1,0
playstore,indosat,kemahalan,mahal,0,1,0
playstore,indosat,bagi tambahan paket 50 GB,tambah paket gb,2,0,1
playstore,indosat,paketnya mantapp lah walau waktunya cuman 14 hari....,paket mantapp cuman,1,0,1
playstore,indosat,Mantap aplikasinya bosku👍👍👍,mantap aplikasi bos,2,1,1
playstore,indosat,paket saya belum aktif,paket aktif,1,0,1
playstore,indosat,"BELAJAR NGITUNG DARI MANA 28 HARI = SEBULAN? APLIKASI KIKIR, KORUP!",ajar ngitung bulan aplikasi kikir korup,1,3,0
playstore,indosat,sayang bagus,sayang bagus,1,0,1
playstore,indosat,perbaiki sinyal nya,baik sinyal,1,0,1
playstore,indosat,mau merasakan sensasi jaringan murahan? pakai aja produk operator ini. gerimis dikit ditengah kota sinyal jelek parah,rasa sensasi jaring murah pakai produk operator gerimis dikit tengah kota sinyal jelek parah,5,6,0
playstore,indosat,aneh nih im3 paket masih sisa dan masih aktif belum habis tapi ketika beli paket baru kenapa paket yang tersisa hilang? rugi yang ada mana jaringan sering eror kualitas nya makin anjlok nih,aneh im paket sisa aktif habis beli paket paket sisa hilang rugi jaring eror kualitas anjlok,5,6,0
playstore,indosat,Sangat bagus,bagus,1,0,1
playstore,indosat,pengaduan ke live agent berasa ngomong sama tembok,adu live agent asa ngomong tembok,1,2,0
playstore,indosat,asik,asik,1,0,1
playstore,indosat,jaringan kurang bagus,jaring bagus,2,0,1
playstore,indosat,"Dari dulu pake IM3 gak pernah ada rencana mau ganti kartu, tapi makin kesini IM3 banyak bikin kecewanya. Maaf sebelumnya kakak admin, beberapa kali saya isi pulsa dan masih sisa tapi sering banget habis/kepotong/kesedot sendiri, padahal saya tidak ada hutang pulsa SOS ataupun paketan saya habis, beberapa kali sering begini dan jujur bikin saya rugi. Masalahnya nominalnya 25 sampai 35 ribu, tiba-tiba kesedot sendiri. Jujur, kecewa banget dan ini sering terjadi.",pake im rencana ganti kartu kesini im bikin kecewa maaf kakak admin kali isi pulsa sisa habis potong sedot hutang pulsa sos paket habis kali jujur bikin rugi nominal ribu sedot jujur kecewa,1,10,0
playstore,indosat,malas semenjak masa aktif g 30 hari dan paket besar rata-rata 14hari apalah,malas semenjak aktif paket apa,1,2,0
playstore,indosat,kalo beli paket internet kok paket sebelumnya langsung hangus. Lumayan loh sisanya masih ada beberapa GB. gak bener nih,beli paket internet paket langsung hangus lumayan loh sisa gb bener,4,2,1
playstore,indosat,sinyal nya lancar banget,sinyal lancar,1,0,1
playstore,indosat,"sering tiba"" masuk ke chrome pas lagi seru"" nya main game emang gak jelas nih m3",masuk chrome pas seru main game emang m,2,1,1
playstore,indosat,"Jaringan selalu lemot padahal masa paketan masih kurang 7hari dan kuota masih 80gb lebih. capek restart terus,kalau gak mampu kasih yang baik buat costumer bilang aja suruh ganti provider gak usah nyuruh restart.",jaring lot paket kuota gb capek restart kasih costumer bilang suruh ganti provider nyuruh restart,2,5,0
playstore,indosat,sinyal gak stabil buat game mohon diperbaiki,sinyal stabil game mohon baik,3,0,1
playstore,indosat,"sinyal nya buruk sekali sekarang, sinyalnya sering hilang dangl gangguan. saya kecewa sebagai pelanggan lama menghambat aktifitas kerja saya.",sinyal buruk sinyal hilang dangl ganggu kecewa langgan hambat aktifitas kerja,2,5,0
playstore,indosat,"pulsa dan kuota ..... jika tidak kepakek ..... seharus nya diakumulasikan ...... ke bulan berikut nya ...... supaya adil .... nggak merugikan pembeli pulsa. Penyebab inflasi di tengah tengah masyarakat itu karena : transportasi , BBM , gas elpiji untuk masak , telekomunikasi (pulsa) , rokok , kopi dan lombok ...... , Rp. 52 ribu zaman sekarang (2026) , sussah payah untuk mengumpulkan uang , dan beli pulsa nya jalan kaki siang siang yang terik , mudah mudahan konter hape nya bukak terus ....",pulsa kuota kepakek harus akumulasi adil nggak rugi beli pulsa sebab inflasi masyarakat transportasi bbm gas elpiji masak telekomunikasi pulsa rokok kopi lombok rp ribu zaman sussah payah kumpul uang beli pulsa jalan kaki siang siang terik mudah mudah konter hape bukak,2,10,0
playstore,indosat,sinyal kurang mahal dan kalo Via dial 888 pelayanan Buruk Ga di Layanin hampir sejam,sinyal mahal via dial layan buruk layanin jam,0,2,0
playstore,indosat,bisa ga gausah spam kirim sms tiap hari dan maksa langsung masuk google chrome. biar kenapa begitu??,gausah spam kirim sms maksa langsung masuk google chrome biar,2,4,0
playstore,indosat,sinyal tidak stabil Mulu di sama main game,sinyal stabil mulu main game,2,0,1
playstore,indosat,im3 babi udah mahal ngelag lagi,im babi mahal lambat,0,3,0
playstore,indosat,kenapa sekarang Indosat jadi kek gini aneh jaringan padahall 4g Kouta masih 8 GB ga bisa di gunain tolong di update lagi biar ga trouble gini terus setiap ngecek di m3 ups ada gaguan 😮‍💨,indosat kek gin aneh jaring padahall kuota gb gunain tolong update biar trouble gin ngecek m ups gagu,1,2,0
playstore,indosat,"aplikasi ngeselin, orang beli pulsa buat isi kuota malah dipotong 7000,boros banget",aplikasi ngeselin orang beli pulsa isi kuota potong boros,0,6,0
playstore,indosat,kenapa si sekarang sinyal/jangan Indosat dambah parah ngirim Chet jga ngga ke kirim2,si sinyal indosat dambah parah ngirim chet ngga kirim,1,2,0
playstore,indosat,"BUG MERESAHKAN SAAT AMBIL PULSA DARURAT EH GA MASUK,MY3 M=memeg",bug resah ambil pulsa darurat eh masuk my m memeg,0,4,0
playstore,indosat,"provider tidak ok, menjual kartu im3 platinum tapi tidak memastikan kondisi nomor yg di jual apakah masih di pakai oleh orang lain atau tidak. merugikan waktu pengguna untuk mengurus sendiri ke pihak Whatsapp.",provider ok jual kartu im platinum kondisi nomor jual pakai orang rugi guna urus whatsapp,4,1,1
playstore,indosat,knpa gk dapat point padahal kalau beli paket pasti di harga diatas 50ribu solusinya dong,knpa point beli paket harga atas ribu solusi,3,1,1
playstore,indosat,berharap sinyal m3 makin bagus,harap sinyal m bagus,1,0,1
playstore,indosat,"Kenapa jaringannya makin luwemoootttttttttttttt...jaringan ilang"" terus....paraaah gk indosat gk tri disuruh restart device, kalo blm di lakukan segala cara gak mungkin lah sampk komplain gini",jaring luwemoootttttttttttttt jaring ilang paraaah indosat tri suruh restart device blm laku sampk komplain gin,2,3,0
playstore,indosat,"kok sekarang sinyalnya jelek amat yak. beli paket bulanan sekarang tambah mahal amat kayak 40 rb dapet 11 Gb 28 hari, 35 rb dapet 6 Gb 30 hari. cuma beda hari doang, apa ini permainan dari indosat kah untuk dapet untung banyak? minimal harga mahal sinyal bagus kek.... JUJUR KECEWA AMAT SAMA INDOSAT",sinyal jelek yak beli paket bulan mahal kayak rb dapet gb rb dapet gb beda doang main indosat kah dapet untung minimal harga mahal sinyal bagus kek jujur kecewa indosat,6,8,0
playstore,indosat,sangat bermanfaat untuk paket habis,manfaat paket habis,2,0,1
playstore,indosat,mudah2an paketnya tetap murah dan sinyal lancar,mudah an paket murah sinyal lancar,4,0,1
playstore,indosat,"hati"" sedot pulsa.",hati sedot pulsa,0,2,0
playstore,indosat,sering sekali mengalami gangguan kalo gak lemot saat mengirim pulsa tidak masuk atau gagal sangat menjengkel kan pake kartu indosat M3,alami ganggu lot kirim pulsa masuk gagal jengkel pake kartu indosat m,1,7,0
playstore,indosat,"jelek, pokoknya jelek, jelek banget. mati lampu dikit hilang sinyal. sekarang padahal LTE only aja masih lelet. MUAK SAT. gaada niatan apa perbarui jaringan dih. kesel banget",jelek pokok jelek jelek mati lampu dikit hilang sinyal lte only lelet muak sat gaada niat baru jaring dih kesel,3,10,0
playstore,indosat,woy gw ini kuota beli ye trus tolong jangan sering ngelag knp sih provider kikir bet,woy kuota beli ye trus tolong lambat knp provider kikir bet,1,2,0
playstore,indosat,saya sudah ngikutin indosat hampir 25th semoga sinyalnya kuat trs,ngikutin indosat th moga sinyal kuat,2,1,1
playstore,indosat,Aplikasi M3kereeen sangat membantu🫰,aplikasi m kereeen bantu,0,1,0
playstore,indosat,krena bagus dan dta nya aga boros,krena bagus dta aga boros,1,1,0
playstore,indosat,"aplikasi brengsek. sering maksa buka link. notice nya juga maksa. kalo gak karena pake nomernya, males pake aplikasi ini.",aplikasi brengsek maksa buka link notice maksa pake nomernya males pake aplikasi,0,6,0
playstore,indosat,saat bagus dan baik,bagus,1,0,1
playstore,indosat,aplikasi ini sangat bagus,aplikasi bagus,1,1,0
playstore,indosat,di mohon harga kuota murah ..,mohon harga kuota murah,2,1,1
playstore,indosat,"haduhhhh ini gmn sihhh kartu ny padahal udah top up kuota udh berhasil kok malah ga masuk kuota ny emg lama""gajelas myim3",haduhhhh gmn sihhh kartu ny top up kuota hasil masuk kuota ny emg gajelas myim,2,4,0
playstore,indosat,kasih bintang dua dulu karena untuk main game signal nya sangat jelek.,kasih bintang main game signal jelek,1,1,0
playstore,indosat,bagus kren,bagus kren,1,0,1
playstore,indosat,kuota makin mahal tapi sinyal makin busuk,kuota mahal sinyal busuk,0,3,0
playstore,indosat,intinya terbaik,inti baik,1,0,1
playstore,indosat,sinyalnya bener bener mengecewakan,sinyal bener bener kecewa,0,1,0
playstore,indosat,Bagus Sangat membantu..,bagus bantu,1,0,1
playstore,indosat,"saya beli kuota 40k terus ternyata GA MASUK GARA GARA MASIH ADA SISA PAKET KUOTA 1GB SEBELUMNYA, lantas duit saya 40k hilang ditilep indosat. mana gabisa refund GA BANGET",beli kuota k masuk gara gara sisa paket kuota gb lantas duit k hilang ditilep indosat gabisa refund,1,7,0
playstore,indosat,harus ada kouta garatis nya,kuota garatis,0,1,0
playstore,indosat,sangat puas hati.. pelayanan nya bagus. harga murah.,puas hati layan bagus harga murah,4,0,1
playstore,indosat,"saya sudah pasang aplikasi ini sudah lama dan bisa menikmati program2 nya selalu bila pulsa dan quota tidak pernah ada masalah, tapi sekarang aplikasi nya sudah tidak bisa saya pakai, karena harus pembaruan dan menginstal ulang , tapi saya tidak bisa instal karena harus menghapus aplikasi2 penting lainnya. Kenapa juga harus instal ulang ????????? bikin kecewa saja",pasang aplikasi nikmat program pulsa quota aplikasi pakai baru menginstal ulang instal hapus aplikasi instal ulang bikin kecewa,2,6,0
playstore,indosat,Setelah di Update gagal² terus. ada gangguan terus. knapa ya?,update gagal ganggu knapa,0,2,0
playstore,indosat,"jaringannya jelek banget, beli kouta mahal mahal tapi jaringannya tetep aja udah nyobain yg premiumnya juga masih tetep aja jelek sinyalnya",jaring jelek beli kuota mahal mahal jaring nyobain premium jelek sinyal,3,5,0
playstore,indosat,sinyal tolol,sinyal tolol,0,1,0
playstore,indosat,"semuanya udah oke, tapi kenapa di aku selalu ada notif tiba tiba muncul ya, mana diarahin ke website lagi pas lagi sibuk sibuinya atau kalau ga gitu pop up yang kalo ga di ilangin ga mati (pernah sampe semaleman ga mati cuma gara"" pop up dari im3 sebel kan, baterai abis jg semaleman nyala), dah itu aja. tolong ya kalo emg settingan apk nya dari aku bisa diperbaiki kasih tau terima kasih",oke notif muncul diarahin website pas sibuk sibuinya gitu pop up ilangin mati sampe maleman mati gara pop up im sebel baterai abis maleman nyala dah tolong emg settingan apk baik kasih tau terima kasih,6,8,0
playstore,indosat,"bapuk, masa paket darurat 3500 pas di bayar jadi 5gb, korupsi nya gede bgt",jelek paket darurat pas bayar gb korupsi gede,2,2,0
playstore,indosat,kuota udah mahal sinyal muter Mulu ampun,kuota mahal sinyal muter mulu ampun,0,2,0
playstore,indosat,tolong sinyalnya diperbaiki. emosi banget tiap hari begini lho,tolong sinyal baik emosi lho,1,0,1
playstore,indosat,kalo di pedesaan ga recommended ni jaringan konyol banget malam-malam selalu AJA NGELEG GIMANA SIH? UDAH BAYAR LOH MAHAL2 SETAN! UDAH MASA BERLAKU KEPOTONG JADI 28 HARI DATANG LAGI PENYAKIT NGELEG DI JARINGAN hadeh..,desa recommended ni jaring konyol malam malam lambat gimana bayar loh mahal setan laku potong sakit lambat jaring hadeh,2,10,0
playstore,indosat,"mbaak , tolong dipermudah , saya beli pulsa itu jalan kaki dari rumah , hanya untuk mendapatkan pulsa , beli di konter hape , Rp. 42.000 , Rp. 52.000 , tampilan nya memburam , nggak jelas , ini berapa rupiah untuk paket kuota nya , .... Seharusnya , jika kuota nggak dipakek , bisa di akumulasi kan .... ke bulan berikut nya , nggak dikit dikit hangus , dikit dikit hangus , Indosat IM3 nggak jujur masalah keuangan nya , seharusnya Di Audit , sesuai pemakaian , kayak Listrik PLN ... biar lebih Adil",mbaak tolong mudah beli pulsa jalan kaki rumah pulsa beli konter hape rp rp tampil buram nggak rupiah paket kuota kuota nggak dipakek akumulasi nggak dikit dikit hangus dikit dikit hangus indosat im nggak jujur uang audit sesuai pakai kayak listrik pln biar adil,4,12,0
playstore,indosat,nyolong pulsa !!!! kuota ku masih banyak njirrr knp di sedot pulsanya !!!!,nyolong pulsa kuota ku njirrr knp sedot pulsa,0,5,0
playstore,indosat,"jaringan nya sering gelek, apa lagi pakai main gem, nyesal aku beli kartunya",jaring gelek pakai main gem nyesal beli kartu,1,1,0
playstore,indosat,ok abis,ok abis,1,0,1
playstore,indosat,"sial kurang kuat,,tolong di perluasan biar sinyal lebih kencang,,",sial kuat tolong luas biar sinyal kencang,2,1,1
playstore,indosat,Sinyal benar 2x buruk,sinyal x buruk,0,1,0
playstore,indosat,terlalu mahal,mahal,0,1,0
playstore,indosat,"signal indosat tambah hari tambah buruk saya turunin lagi bintang ,, mutu jelek promo hoak singnal kuat apan ngemenh.. profider paling buruk signal nya setau aku",signal indosat buruk turunin bintang mutu jelek promo hoak singnal kuat apan ngemenh profider buruk signal tau,2,4,0
playstore,indosat,jaringan jelek ni bos aduh gmn ini..,jaring jelek ni bos aduh gmn,2,1,1
playstore,indosat,"bakaarr aja kartu nya, baru kali ini make indosat ngelag parah..",bakaarr kartu kali make indosat lambat parah,0,2,0
playstore,indosat,makin ribet,ribet,0,1,0
playstore,indosat,bagus..,bagus,1,0,1
playstore,indosat,jaringan jelek kuota mahal,jaring jelek kuota mahal,1,3,0
playstore,indosat,jaringan lemot gk guna buat kalian semua mending ganti kartu aja ke smartfren atau XL atau gk telkomsel intinya jangan pakek im3 kalau hujan lemot gw review jujur,jaring lot mending ganti kartu smartfren xl telkomsel inti pakek im hujan lot review jujur,2,2,0
playstore,indosat,paket internetnya kemahalan,paket internetnya mahal,1,1,0
playstore,indosat,mantap banyak promo murah😁😁😁👍👍,mantap promo murah,3,0,1
playstore,indosat,gausah beli paket di sini sinyal nya jelek di kota aja ga bisa buat main game binatang emang,gausah beli paket sinyal jelek kota main game binatang emang,2,3,0
playstore,indosat,"pelanggan gak butuh kata maaf dari kalian,kami udah beli paket data dri kalian tapi koneksi lemot sering putus2.sebagai pelanggan kami merasa di rugikan.perbaiki tuh jaringan internet nya.",langgan butuh maaf beli paket data dri koneksi lot putus langgan rugi baik tuh jaring internet,5,4,1
playstore,indosat,"Harga paket semakin ga ngotak, udah 30 hari jadi cuma 28 hari, kalau lewat masa aktif hangus sisa paketnya. Harga paket yang gbnya kecil dimahalin biar konsumen beli yang mahal. Bapuki",harga paket ngotak aktif hangus sisa paket harga paket gbnya dimahalin biar konsumen beli mahal bapuki,5,3,1
playstore,indosat,anj saya lagi main maha ada notifikasi ke crom babi jadi kalah,anj main maha notifikasi crom babi kalah,1,2,0
playstore,indosat,sinyal &a jaringan internet terburuk!!!,sinyal a jaring internet buruk,1,1,0
playstore,indosat,"payahhhhhhh paket jangka waktu masih ada tp susah buat di gunakan.. padahal kuota masih 4,8 gb.. payah payah payahhhhh",payahhhhhhh paket jangka susah kuota gb payah payah payahhhhh,2,4,0
playstore,indosat,"""Kecewa parah! Beli pulsa terus diubah jadi paket kuota, baru dipakai 200 MB langsung hilang jadi 0 MB. Lapor lewat chat CS cuma diminta kata kunci, nggak dibantu sama sekali. Tolong perbaiki sistem dan layanannya, rugi banget pakai kartu ini 😤😭""",kecewa parah beli pulsa ubah paket kuota pakai mb langsung hilang mb lapor chat cs kunci nggak bantu tolong baik sistem layan rugi pakai kartu,6,7,0
playstore,indosat,murah,murah,1,0,1
playstore,indosat,Sangat puas,puas,1,0,1
playstore,indosat,jaringan sangat lemot,jaring lot,1,1,0
playstore,indosat,"jaringan leg parahhh, Kouta masih banyak jaringan ga ada anehh",jaring leg parahhh kuota jaring anehh,2,1,1
playstore,indosat,Bagus sih,bagus,1,0,1
playstore,indosat,banyak pop up dan spam SMS yang menganggu,pop up spam sms menganggu,1,1,0
playstore,indosat,Terima kasih,terima kasih,1,0,1
playstore,indosat,hadeuh sudah diupgrade malah sinyal jelek banget lemot,hadeuh diupgrade sinyal jelek lot,0,2,0
playstore,indosat,IM3 memang mantap,im mantap,1,0,1
playstore,indosat,amanah saja tidak seperti tetangga sebelah,amanah tetangga belah,1,1,0
playstore,indosat,karena semakin lama dipakek semakin lemot ini m3 sinyalnya,dipakek lot m sinyal,0,1,0
playstore,indosat,"adain lagi dong potongan harga paket 100 rb 100 gb, plisss",adain potong harga paket rb gb plisss,2,1,1
playstore,indosat,semoga lebih baik lg..dn tetap jaya dn amanah,moga lg dn jaya dn amanah,3,0,1
playstore,indosat,paket masih banyak di suruh login udh login tetap gk bisa buat internetan kocakkk,paket suruh login login internetan kocakkk,1,1,0
playstore,indosat,Gak bisa top up game,top up game,2,0,1
playstore,indosat,karena amanah bagus,amanah bagus,2,0,1
playstore,indosat,harga 67gb 100rb di ganti 50 gb 100rb malah jaringan ga stabil,harga gb rb ganti gb rb jaring stabil,3,0,1
playstore,indosat,paket m3 emang murah cuman jaringan ga setabil apalagin ps ada hujan kaya takut tolong lah di perbaiki agar nyaman pelanggan nya,paket m emang murah cuman jaring setabil apalagin ps hujan kaya takut tolong baik nyaman langgan,6,0,1
playstore,indosat,makin mahal aja paketnyaa,mahal paketnyaa,0,1,0
playstore,indosat,wow sip,wow sip,1,0,1
playstore,indosat,"kenapa giliran lagi urgent banget lu malah error, pas gada apa apa lu spam notif giliran urgent lu ngilang, gua lagi begini aja lu kaga jelas, udah effort isi pulsa gara-gara apk ngelag lu eh pulsanya malah kesedot gara-gara notif wa, ayolah menurut lu ini cuma masalah gua tapi semuanya gara gara lu",gilir urgent error pas gada spam notif gilir urgent ngilang gua kaga effort isi pulsa gara gara apk lambat eh pulsa sedot gara gara notif wa ayo gua gara gara,2,15,0
playstore,indosat,parah bner sinyal lemot g sesuai sama harganya,parah bner sinyal lot sesuai harga,2,2,0
playstore,indosat,kalo bisa harga paketnya lebih murah lagi,harga paket murah,3,0,1
playstore,indosat,sinyal nya sekarang sangat susah,sinyal susah,0,1,0
playstore,indosat,sinyal bagus sekali,sinyal bagus,1,0,1
playstore,indosat,sangat baik tapi kenapa ga bisa pinjam kuota darurat,pinjam kuota darurat,0,1,0
playstore,indosat,pulsanya sering kesedot,pulsa sedot,0,2,0
playstore,indosat,"buat para user indosat sudahlah mau kita komplain kayak mana juga ga bakalan komplain kita di respon karena memang beginilah adanya provider satu ini.kalo memang mau nyari jaringan internet yg lancar mending pindah aja ke provider yg lain sebab kalo tetep bertahan di provider ini yg ada cuma kecewa dan sakit hati ,kita sudah komplain tapi ga ada respon apalagi perbaikan jaringan.yg katanya jaringan terluas terbaik tapia kenyataannya apa .",user indosat komplain kayak komplain respon provider nyari jaring internet lancar mending pindah provider tahan provider kecewa sakit hati komplain respon baik jaring jaring luas baik tapia nyata,10,7,1
playstore,indosat,"beli paket mahal mahal, ehh malah loading terus liat tiktok liat yg lain, Indosat lemot",beli paket mahal mahal ehh loading liat tiktok liat indosat lot,1,3,0
playstore,indosat,"udah 3 hari jaringan nya ntah kayak mana, kadang GPRS, egde, 4gnya lelet kali du cht adminnya ntah kayak mana balesannya",jaring ntah kayak kadang gprs egde gnya lelet kali du cht adminnya ntah kayak balesannya,2,3,0
playstore,indosat,"nomor sudah terdaftar, nomor aktif, tiap bulan isi pulsa dan paket data rutin 3 tahu, aplikasi myim3 baru, semua perizinan nyala.Sudah 4 hari ini gagal memuat konten di myim3, sistem pembayaran lewat pulsa tidak bisa.",nomor daftar nomor aktif isi pulsa paket data rutin aplikasi myim izin nyala gagal muat konten myim sistem bayar pulsa,1,7,0
playstore,indosat,mantap sinyalnya,mantap sinyal,1,0,1
playstore,indosat,nah gitu ada paketan 11GB &15GB cuman 50k 30hari kalau bisa terus kaya gini,gitu paket gb gb cuman k kaya gin,1,0,1
playstore,indosat,assalamualaikum saya kecewa buat liat tiktok gak bisa,assalamualaikum kecewa liat tiktok,1,1,0
